PRCP ID,Comment Score,Comment Score Reason,Comments
1000624579,0.55,Some non-MD billing and high complexity E/M - no immediate pattern of concern,7/9/23 ran PPAs for data mining--has some non-MD codes (1.4%)  but this isminimal compared to rest of his billing - and does have some Medicare and this could be incident to billing. Has had prior ORCs with us but more than a year ago.  Has some high complexity e/m associated with spravato and is doing TMS (42.9% of billing. Mostly office billing - with 1/3 of billing telehealth. will not outreach at this time as it does not appear there are patterns of concern.  Reviewed group PPA for Allen Psychiatry -muldi-disciplinary group - E/M with add-ons - billing some 905 and 913 rev code as POS is 22.  
1000628651,0.65,Actionable case - scheduling call for review,5/9/23:  Edw claims only - triggered long days - states - add ons; MD in WI. 2I with SP and OON (little bit non MD billing)  ACTIONABLE-case is open to Natasha---she is scheduling call - attmpts as recent as 5/12/23.
1000630879,0.35,Frequency due to IP services - no other billing concerns,6/9/23-frequency - CCTx - States-freuqency is up b/c of IP services - 99215 top code - but has pretty good split with 99414 and 213 and does do IP services-pass
1000633711,0.2,Flag in place for non-MD codes - only issue noted - case closed,6/26/2023-Closec case as flag was noted to be in place for non-MD codes as of 4/18/23.  This was the only issue noted at the time the call was done.
1000642165,0.25,Intent to cease billing for non-traditional - no current patterns - case closed,6/16/23:  ORC 11/1/22 - reported intent to cease billing for non-traditional-patterns of documentaiton for psychotherapy add.  No other patterns to address at this time; closing case.
1000645274,0.15,Case closed - long days were to be addressed but has SP,5/19/23-Open case closed in Mar 2023…were going to address long days in  but has SP---we closed case with out call
1000647313,0.4,MD with non-traditional therapy codes - no long days - needs committee review,5/12/23-late non response-starting over; MD - MD with non-traditional therapy codes.  He is a 2I with Rogers Memorial - second is a 2A at Red Oak counseling.  Needs to go to committee - no long days - but still top code billed is non traditional MD.  only.  Was KB's case - need to review patterns
1000650835,0.5,ORC and auditing in progress - case under review,5/16/23--ORC took place - auditing….
1000657046,0.3,Primary exposure with H codes - no action required,7/7/23:  primary exposure - primary H codes - little CPT codes.  2I affiliate.  Nothing for OP to address.  All SUD h code billing.
1000661067,0.25,Audit results satisfactory - closing case - patterns improved,6/15/23:  audit results call occurred 3/1/23 - only 2 issues on audit-1 progress not did not meet for time and could not be credited for service billed/matching service provided.  PNI referral done.  Closing case - will not be able to discern wether this is ongoing problem. (ORC 8/5/22-telehalth and E/M codes with Slayton - add on documentaiton - ORC 11/2/22-further addressed long days - potential billing for others -  Provider not showing loss on Quarterly Report currently. )
1000661133,0.55,ORC addressed non-traditional prescriber codes and potential double billing,6/26/23:  ORC occurred on 3/10/23 - non traditional prescriber codes - long days - neuropsych testing with no attestation on file and a couple instances of potential double billing.  Triggers were addressed on call.  (Including inappropriate incident to.)  Closed case-will not be able to see inappropriate incident to billing v. supervisory protocol on PPA. Closed case.
1000661903,0.5,Monitoring pending - low exposure - case to resurface if conditions change,NB:  Looks like she is passing claims for PNI following flag - we had old open case - closing case - exposure is low - will surfance again should exposure increase or tip come up.
1000662853,0.15,Case reviewed and passed - long days noted but provider has Supervisory Protocol (SP),4/25/23:  Staffed and passed -long days but has SP---
1000662912,0.25,Long days explained by TMS and Spravado - not overly long - pass,5/26/23:  MD in Fl - states - add ons-long days explained by TMS and spravado; and weren't that long 10-11 hrs.  Pass
1000664114,0.4,Monitoring activity noted in June - ongoing review,5/9/23:  PhD in TX - Open to Gayna right now.  Audit results meeting in 3/24/2023. Monitoring activity in June in system.
1000678471,0.4,SW billing group therapy codes - PPA review does not support excessive frequency,6/8/23 SW in Wi - triggered for cctx and cross billing. 90853 top code billed.  Doing group and thx on same date.   Reviewed PPA from opening of case---times per week do not surpass min times for ASAM SUD tx at IOP or PHP level---frequency is higher than usual but on pivot does not equate to SUD IOP. No other patterns warranting ORC.
1000701048,0.2,Audit in final stages - no current concerns,6/2/23: Audit  in final stages currently…
1000701371,0.25,Reviewed PPAs - EM in hospital setting - no concern of billing for others,6/22/23:  Reviewed most recent PPAs which included some long days - provider is doing all EM in hosp setting (21/22) - pivoted claims for both EDW and and mgr did not have an overt concern of billing for others based on data.  Will close case at this time pending any other concerns in the future
1000706609,0.25,Usage of specific billing code decreased - low total exposure - no recent tips,HG 5/2/23-tip for using 90839 weekly in a 30 day period; she was doing this every time the NH called her.  We did do an ORC on 3/17/22.  Use of 90839 is way down.  2 pts with F06 dx currently in table but only has 26 clients total.  Total exposure very low No further intervention -close case.  NO tips in past year
1000708612,0.4,Under consideration for credential referral - case open - requires further assessment - active consideration,5/10/23--going to network for consideration of referral to cred-open to Gayna
1000716150,0.25,Billing for non-prescriber codes decreased - last DOS in March - case closed,6/23/23:  ORC back in Feb; for non-MD codes (Was billing for others on review of PPA/Claims now percentage of billing for non-prescriber codes has significantly decreased and last DOS billed for any non-prescriber codes was in March. Closed case.
1000718160,0.2,Engaging in supervisory protocol appropriately - case closed,6/20/23:  ORC in March (3/24/23) but provider was engaging in supervisory protocol appropriately….closed case this date. 
1000720063,0.4,E/M and hospital-based care match severity of diagnosis - no other concerns,6/9/23-triggered for HC E/m and CC Tx.  She is an MD in RI - 2I-doing primarily e/m and hospital based care - severity of dx supports this - frequency does to - no other pattenrs of concerns….Lifespan--6 mo PPA--no discernable patterns -would be difficult to see at the group level off the PPA.
1000721297,0.15,Case closed - SP utilized appropriately - long days addressed,5/19/23--Open-closed 5/8/23-ORC on 5/3-SP was being utilized appropirately.  Long days addressed.
1000724822,0.5,Sent for review - outcome or specifics not clear,Sent to TJ 6/9/23-HCPC codes
1000725641,0.1,ADHD treatment for adults - no other patterns of concern - pass,5/19/23---has some ADHD for adults - but there are MDs who treat it….1A only - pass-no other patterns of concern
1000732394,0.2,Long days issue resolved - case closed after ORC,5/5/23:  Open to Gayna-just did ORC in 2/2023; 7/11/23:  case was closed as long days had decreased substantially.
1000738604,0.75,Attempted billing for TMS with telehealth modifiers - supervises social worker - higher risk,NB:  ORC completed on 3/10/23 and subsequent one for tip on 6/14/23.  Was trying to bill TMS with telehealth modifiers.  Prior call on 3/10/23 addressed non-traditional prescirber codes - he does his own therapy and also supervises one social worker for licensure per state guidelines.  Discussed incident to as he is in process of hiring fully licensed therapist; telehealth also discussed.   
1000739956,0.25,After ORC - long days decreased - half Medicare billing likely incident to - case closed,6/16/23: ORC 12/14/22 - was billing for others - PNI referral done.  On review of new PPA/Claims this date - long days significantly decreased - some still remain but on review - constituted by 1/2 Medicare which could be inicdent to billing. Closed case
1000739988,0.3,SW with older long days - supervising - pass for now,6/2/23-SW in IL - EDW only-long days-some one-offs in combo table - long days were older…only claims at the 1A---could be supervising-pass for now - -
1000741100,0.6,Exposure at two TINs - managed by another agent - less information on outcome. Case in scheduling ,5/26/23-in scheduling right now This was Holly's case; 7/9/23:  exposure at 2TINS only-38829 and 56765. Long days; sent to GH 
1000741578,0.2,Billing under 3 TINs but primarily for RTC SA Treatment which is out of PM scope,6/6/23:  Provider has billing under 3 TIN's belonging to the following 3B groups; Landmark Recovery of Ohio LLC - Landmark Recovery of Kentucky LLC - and Community Mental Health Center Inc (IN). The majority of billing is under Landmark Recovery of Ohio LLC TIN# 852857383 with claims for H2036 - H0015 - and H0011 at RTC SA Treatment Facility (POS 55) which is out of scope for the outpatient practice management team.
1000743691,0.5,Tip for billing for others without supervisory protocol - close until SPs are reviewed,6/26/2023:  had tip for potential billing for others---supervision without supervisory protocol.  Closing case at this time until such time as SPs are reviewed and process is in place.  
1000748043,0.45,Case closed after review - no current patterns of concern - could be reconsidered in future,7/9/23:  PLINX documentation reflects staffing with AVP and mgr on 5/22/23 (would have been this same quarterly report) and supervisory protocol may have been in play here - there were no pattenrs of concern on review.  Case was closed; could be reconsidered after SP guidelines are firmed up.
1000758689,0.3,Triggered for long days and different state billing - last service 11/17/22 - monitoring,5/15/23:  MD in MS---triggered for long days and billing in differnet states.  Has 4 TINS with billing - most in FL-last date of service billed for this provider appears to be 11/17/22.  Will not address at this time.  
1000760011,0.2,Case open with no recent activity - billing corrected - case being closed,5/24/2023-Sent email to Natasha as case is open with no activity in almost a year.  Requested current PPA/Claims; 5/26-all claims with 3B group Complete Healthcare for Women-Meth tx. Case being closed as OOS - early TIN rec'd back in 8/9/22 re: multiple 90791s and/or 90792s being billed with req in OH indicating this cannot happen - but frequency of 90791/92's appears to have corrected. 
1000764834,0.65,Primary billing at high volume - some concerns noted - review for appropriateness in progress,7/9/23:  Primarily billing at a 3B; billing some HCPC codes. Asked Joan/Lisa to review for appropriateness.  It does appear there are some non-Md codes at the 3B billed under his name - but this is the only problematic patterns noted.Freuqency would be explained by the H codes and concurrent tx as well if folks were being seen elsewhere for other services.  Consulting TJ and Joan regarding H code billing-email sent
1000769341,0.5,Open-SP case on hold,6/8/23-Open-SP case---holding….
1000824719,0.6,CC Tx and HCPCs billing - sent for review,6/9/23-Swer in KY-cc tx -  HCPCs billing---sent to TJ to review on 6/9
1000826898,0.2,Long days addressed - new PPAs not run - case closing due to SP changes,6/16/23--longer days were the only thing on the case when reviwed (new PPAs were not run as IA took place in Feb/Mar.  Closing case due to SP changes at this time.
1000827953,0.35,Telehealth only - no significant concerns - but review needed for multiple sessions on same day,on IA list currently…open to Gayna---last reviewed him in March…only doing therapy.  Telehealth only - Currently as of March only had 8 hr days….nothing to call out on.   Been a year since we spoke----provider has mulitiple 90837s on same date freuqency---not clear this speicifically was addressed.....needs consideration for ORC  if not addressed. On further review-90837 with 9037 is not significant enough of a pattern to outreach right now.  close
1000828837,0.2,Billing in NC and Alaska - primarily ER and Crisis Intervention work - out of PM scope,5/26/23-only triggered for diff states; in NC but most of billing is Alaska Medicaid---she does primarily ER work and Crisis Intervention---out of scope for PM.  Billing was at 2 of her Alaska TINS only
1000839568,0.6,Needs pivot for non-MD billing - psychotherapy add-on - ORC for OOS billing review,6/16/23:  GH-non-MD codes and add ons triggered - 90837 is top billed code - TIN ending 551:OON; 732 is a 1A--some longer days-need to pivot for whether the non-MDs are happening; psychotherpay add on-telehealth - check for out of state billing - -ORC.
1000842502,0.1,Primarily billing under one TIN for specific services - no issues according to guidelines - pass,5/12/23:  Majority of claims under TIN: 463157371 - 3B.  Primarily billing is for H2036 TG - which per A. Glockner billing should be coming in under rendering provdier.Pass
1000844862,0.35,Majority of billing is Medica - minimal IC billing - telehealth pattern noted,7/7/23-majority of billing is Medica/pass.  IC is only 0.7% of billing - majority of billing is telehealth-which is a pattern - billing 96127 but it's not paying - 
1000847210,0.45,ORC completed - needs monitoring in future,6/2/23:  open to Gayna - ORC 5/8/23--triggers were addressed.  Needs monitoring in Aug (ORC 5/8/23)
1000852610,0.25,Documentation issues addressed - impact on utilization not significant - case closed,6/16/23:  ORC 8/23 - did PNI referral for inappropriate documentaiton on add-on psychotherapy.  Closing case at this time---given impact of addressing the ADHD with adult billing pattern would not likely be significant on utizliation.
1000853294,0.35,Triggered for states and therapy add-ons - but not a pattern - pass,6/9/23-triggered for states and thx add-ons-Lifestance provider. There are 2 instances of billing at 2 different TINS for same provider--this would not constitute a pattern---pass.
1000853449,0.3,Primary concern on case addressed - no current concerns - pass,6/16/23:  Holly took over case fro mSean in 2/2023--Sean had not been able to schedule the call.  KB took over March of 2023 - but given review of SP - we ill not leave case open at this time.  This was the primary concern on the case.  Pass  (There were only 4 pt's in her OOS telehealth billing on most recent PPA/Claims that was on file.)
1000855787,0.65,Undergoing audit - higher scrutiny and potential risk,Open to Gayna currently-we are auditing - records are in prep with coordinators as of 5/17/23.
1000856493,0.5,LCSW triggered for CC tx - predominantly HCPC billing - sent for review,6/2/23:  LCSW in KY - triggered for CC tx. Predominantly HCPC billing; OP codes are low on the list -sent to PS for review
1000865035,0.5,Cross billing and concurrent tx flagged - primary billing H0038,6/8/2023-triggered for cross billing and concurrent tx. Primary billing is H0038.  What do we do here--primary billing is H0038 - no OP codes of concern - has a small amount of 90837…mgr to check with PS manager; PM manager in PS-TJ Bolton was sent email on 7/11 to advise of case.  
1000869153,0.25,Likely supervising - some billing concerns noted - may require future outreach,5/19/23--LCSW - RI - Primary EDW but some - long days but likely supervising…pass---some 90837 billed twic on same day but ….no other patterns to address.. Pass now---may outreach in furture once SP policy is public.
1000871688,0.3,Long days due to group model - provider part of value-based program - pass for now,5/19/2 30long days - states - add ons.  Group model: Happier Living provider----They are a value based program-this is a Happier Living Provider. This is a provider with long days doing 90836   Pass for now
1000877160,0.6,Billing detox under 3B - needs review by PS team for any issues,6/30/23:  3B only - primary billing is. He is billing detox under a 3B.  CPS was directed to send email to TJ for review by PS team.  Advised Gayna to send to TJ for review to see if PS say any issues. H2034 and H0011 top billed
1000893225,0.2,Primarily billing therapy services with no other patterns - minimal risk,"5/3/23:  Provider only with-and only (80,929.24 K showing on PPA. Primarily  billing H0004 -therapy services….no ot her patterns."
1000893774,0.35,Sent to KY PS for review - billing HCPC codes - under investigation,5/15/23-sent to KY PS--TJ and Dana for review--HCPC codes
1000901041,0.6,Outreach ongoing - potential for NR process engagement,7/11/23: case open to TJ Bolton currently - outreach was occurring - NR process may need to be engaged.
1000902221,0.6,Triggered for long days - actionable - claims at Thrive - sent to committee,5/15/23:  triggered for long days-actionable---most claims are at Thrive---actionable--open and send to committee .  Open to Gayna
1000906390,0.25,Long days trigger but minimal other CPT codes - pass,6/1/23-MD in Ky - long days trigger.  MAT provider; other CPT codes are very minimal.  Pass
1000911075,0.4,In scheduling process - no immediate concerns noted,7/9/23:  2I SOL Mental Health - The Collective is now SOL Mental health.  SOL is open to NB and in sheduling process.
1000911083,0.3,Billing only in Alaska despite being listed in Alabama - needs clarification,5/5/23:  MSW in AL - triggered for different states.  All billing is in Alaska.  She has an Alaska address.  No sure why state is listed as Alabama.
1000911234,0.35,Minor non-MD codes - slightly long days recently - not a pattern,5/9/23:  She is actually an MD in PLINX (QR shows PhD)-Has some non MD codes--small amt…Triggered for concurrent and diff states. Doing a lot of IP case…Non MD codes 1% of billing..2 slightly long days---2-3 slightly longer days recently.  This is not a pattern.   Not doing much add-on--mostly does E/M..
1000911436,0.15,No long days on further review - very low utilization - no patterns of concern,5/26/23:  triggered for long days and states - but onfurther review no long days and very low utilization---1A is only TIN with claims--
1000913822,0.1,IA completed with no intervention needed,5/15/23:  IA 5/4 -no intervention
1000915367,0.25,All billing E/M - no add-ons - mostly telehealth - pass,6/1/23-MD in FL-nothing here---all E/M no add-on…mostly telehealth.  Pass
1000920455,0.2,Only trigger is different states - previously educated on psychotherapy,6/23/23:  only trigger now is different states; ORC previously conducted on 2/23/22 for diagnostic evaluation frequency.  He was educated at that time regarding add-on psychotherapy - the psych diagnostic evaluations.  Closed case.  
1000921534,0.3,Long days skewed by H codes and resubmissions - billing appears appropriate,6/23/23:  long days skewed by H codes -  resubmissions and  supervisions--some long days - HCPCs code -billing appears appropriate.  No apparent cross billing issues.  
1000924694,0.6,Case being actively addressed by PS team - ongoing investigation,5/5/23:  Went to Over on 5/2-being opened to PS team---email was sent to TJ-open to PS and currently being addressed
1000925404,0.45,Insufficient info - prior PNI involvement - MD in FL with states and add-ons - needs re-check,5/17/23:  have to re-run PPA---PPA was incorrect:  5/18:  MD in FL - triggered for states - and add-ons .  Elite DNA_-Will not outreach at this time--PNI prior involvement --Needs to be re-checked-insufficient info in PLINX to illustrate support for this.
1000927044,0.4,ORC addressed add-ons and long days - continued monitoring by Gayna,5/26/23-open to Gayna--ORC on 4/19/23. Add ons and long days-were both addresssed.
1000928283,0.2,All OP CPT codes - case closed after staffing with Mgr and Avp - dual covered members,"5/19/23.  RI - 3B,codes are all OP CPT - telehealth and CMHC POS,--bring to AVP staffing Monday  Staffed on 5/22/23:  Mgr and Avp were in agreement to close case.  Several 90834s billed concurrently - but these were dual covered members."
1000929550,0.4,Primary exposure with Lifestance - no frequent billing - OOS to be checked,7/7/23:  all exposure is with Lifestance:  EDW is primary exposure.  Triggers was states.  Not any real frequency--pass but double check OOS billing.
1000929844,0.25,Tip received but no outpatient code patterns of concern - primarily HCPC billing,5/3/23:  tip rec'd in 11/2022- This was medica and is not reviewed her.  is HCPC billing no OP codes pattern worthy.  
1000940369,0.2,Majority of claims at group level - consulted for billing appropriateness - case closed,5/12/23-Natasha's case - closed---Majority of cliams at the 3B group level - H0010 - H0015 and H0011-consulted A Glockner to confirm billing for these services was appropriate to come in under individual name.
1000949283,0.4,Long days but supervision may be occurring - pass after PS PM review,"5/9/23:  Case concerns include: long days present but expected as supervision may be occurring / 3B group - most codes billed are HCPCS codes. No other patterns of concern. 
Next steps: Manager in agreement no PM OP patterns of concern to address - close case - but also forward to PS PM to review.

 "
1000950427,0.1,Billing primarily H codes for Methadone Maintenance - no concerns,5/25/23:  in RI--all H codes on…Methadone Mnt.
1000965022,0.1,Majority billing SUD RTC H0011 - out of PM scope - minimal concern,5/26/23:  MD in KY-majority biling SUD RTC H0011-out of scope for PM
1000972630,0.4,ORC referral done - some oversight but not necessarily high risk,ORC to Gayna 4/20 PNI referral done
1000975914,0.35,Case closed - supervising staff - no further action needed without protocol specifics,7/7/23:  case closed by KB 3/7/23-ORC 2/27/23-verying state of location - reassessing ADJ dx q 90 days; she reported having 1 Optum staff member not fully credentialed but had a full understanding and verbalized this staff member did not see any Optum folks at all.  She is supervising staff who are not fully licensed and are in supervision for licensure.  Nothing else to do without specifics of supervisory protocol policy.  
1000977516,0.8,All-codes flag indicated - implies significant concerns,Tip 1/26/23- documentation in PLINX as of 7/12 indicated an all codes flag was being placed for proivder and flag does show in RAPPID.  90837 - 90853 - H2017 - H2019 - T1016
1000980694,0.25,Case closed on monitoring - no issues on PPA,6/8/23:  case closed on monitoring review-had been audited with results call 12/20/22.  Nothing on PPA to address at this point.  EDW claims only.
1000980755,0.5,Triggered for long days and therapy add-ons - under review -  APRN with telehealth -needs close monitoring,5/10/23:  triggered for long days - states - thx add ons--only EDW billing. APRN---doing therapy add ons---no straight thx codes - telhealth - 2 13 hr days in April of 23--Happier Living--open to Holly
1000981084,0.2,Perfect audit results - case closed,6/27/23-audit results call was on 2/24/23-provider had perfect audit-had Kathleen close case this date.
1000990874,0.55,Minor frequency in billing - previously addressed Medicare billing for others,6/9/23-with HRI(just did IA on 5/5 call was 11/14/22)) -triggering for crisis codes…only has 2; does have some longer days….Swer operating at a 3B---SP -this is the only patteen we see---some frequency.  HRI code was for billing for others for Medicare--this is not currently present on a long day reviewed.  Group does have some Medicare - but they were outreached to as indicated already.-Pass.
1000991636,0.65,Long days and complexity in billing - requires review by committee,"7/9/23:  2 TINS with claims-xxxx63025 and xxxx70894; no at either of them.  EDW claims only-77,918K for the year.  Long days are old - Int complexity is there-would warrant call. Criss sessions are minimal.  Majority of billing (85%) is in office.  IC -send to committee"
1001002191,0.2,Long days stopped - no billing for the past 4 months - will review next quarterly report,5/5/23:  MSW in FL-triggered for long days-H2017 billing appeared to stop 1/19/23-no billing in 4 months on PPA-will need to check on next quarterly report-no billing since January 2023 on current PPA.
1001006524,0.35,LCSW with good billing practice - no group review - has SP,6/8/23-triggered for states.LCSW in NC-2A--with Lifestance - but all of her billing looks good - did not review the group - provdier would have SP--nothing to address on PPA.  Seeing folks less than once weekly.
1001008487,0.55,High cost E/M and frequency due to hospital work - but no outreach for now,6/30/23:  triggered for High cost E/M - a couple of slightly longer days - frequency is up as he does hospital work - T1015 x 11 on procedure code table but only pd $665 would not outreach for anything -does have 3B affiliate but did not run as no patterns at the individual level...
1001008600,0.1,Frequency and non-MD codes related to bed-based SUD - not in scope for OP or PS,5/15/23:  both TINS coming up in claims. Frequency - Non MD and CCTX - bed based HLOC SUD -RES.  Not in scope for OP or PS.  only
1001017897,0.3,Reviewed and not much different from previous - pass for now,5/9/23-Staffed with AVP in Feb. Reviewed PPA--not much different at this time.  Pass for now-----note was in from March---
1001019335,0.3,Triggered for states - majority claims at Lifestance - needs monitoring,5/19/23-triggered for states - Lifestance - OON - OON - Thrive 2A - Alma - NY MedicalMajority of claims at Lifestance
1001024188,0.2,Low exposure - long days older and resolved - closing case,6/16/23:  ORC 11/1/22-exposure is very low-still triggering for long days Provider denied billing.  All longer days were older even at time of outreach.  Close case at this time.  
1001028881,0.45,No recent billing - group scheduling in progress - monitoring group-level billing,7/7/23:  ran EDW PPA and last DOS billed was 10/19/22; ran and nothing comes up in her name at all.  Group SOL Mental Health is open and in scheduling currently as of 7/6/23. Sent note to Natasha B to ensure she knew all these triggers and plans to address them at the group level.
1001029966,0.4,Cross billing and long days noted - primarily HCPC codes - not a full pattern but needs monitoring,5/17/23:  GA therapist - cross billing - long days and and different states.  Primariy exposure on and is primarily HCPC codes and we do not have Mecicaid scope in GA….EDW--expsoure 17K - nad doing primarily CPT codes….cross billing issues but not a full blown pattern.
1001035337,0.15,Case advised to close after review - limited concerns with H-codes and limited CPT codes,5/1/23:  3B billing out of Idaho; 99% of providers billing is at Idaho TIN
1001035618,0.1,H codes and NC Medicaid - not in PM scope - pass,5/10/23:  add on codes - just EDW.  MD in NC. Long days were resubmissions on review-not really long days.  Only add-ons and mostly the 90833 but is doing them for just about evey client---Pass add on is primarily the 33-some CCtx but not worthy of call
1001035743,0.3,Triggered for frequency and billing concerns - requires review - note sent for follow-up,4/11/23:  Case concerns include: CPS provided overview of provider and data.Practice Patterns include: The use of primary H-codes and concurrent treatment.CPS recommendation is to close case after reviewing with manager. Primary H codes are being billed for peer services. There are limited CPT codes. Public sector has a case open with this provider.Next steps: Manager was in agreement with recommendations and advised to close case. 
1001035743,0.3,Triggered for frequency - monitoring required - note sent for follow-up,"5/16/23:  only 1 report, - passing as all H codes - and NC Medicaid services which are not in scope for PM"
1001036538,0.45,ORC recently occurred - case open and under review by Gayna,5/10/23-LCSW in FL-triggered for freuqency and  MFM on same date.  Send to TJ and put a note. Provider was billing HCPC codes.
1001036538,0.45,Case open and under review - recent ORC suggests active concerns,5/10/23-open to Gayna - ORC  occurred 4/26/23.
1001036563,0.4,Telehealth and 90837 billing - actionable - needs committee review,5/26/23:  MD in FL - 90837 - telehealth - days are not that long--actionable.  Send to committee
1001041277,0.35,SP issue suspected - holding case,6/8/2023-triggered for long days - cctx - states.  This is likely SP==we would not call out on this..  She does appear to be billing everything almost with an HO modifier.  This appears to be a SP issue--hold
1001044523,0.35,MSW in NY with long days and telehealth supervision - pattern noted - follow-up required,5/19/23:  MSW in NY 2i with Resiliance Lab--at the time they were OON--we could not do a group call.  (We have spoken with 4 other providers in the group because we could not have a group call). Has long days---and different states.  They do supervision per previous calls with other provdiers in group.  This is the only pattern right now.  Cannot locate Resilience Lab or whether there DBA is in PLINX---CPS to follow.  Resilience Psychotherapy.. potential supervision on individaul PPA---answered all 4 calls previously same way for telehealth concerns---will come back up next time on QR.  
1001044859,0.5,Need to review Charlie Health in PM IOP program - pending staff review,6/30/23:  Charlie Health provider on one TIN - Need to staff status of Charlie Health in PM IOP program with Karen Dodd
1001046349,0.2,Triggered for CCtx only - H0038 as top code - no immediate concerns - under review,5/19/23-KY - triggered for CCtx only; has H0038 as top code billed;  individual provider billing on HCPC codes.  Sent to PS Mgr for review.  3B and OON TINS. Pass- Send to TJ Bolton; document as such for review
1001053540,0.2,Has supervisory protocol - affiliated with a group under contract - minimal action needed,1/2/23: 3B - national contract and has a supervisory protocol. Provider is affiliated with Charlie Health-Charlie Helath Inc group was open to Holly Garg at the time.
1001055577,0.2,Billing issues addressed - long days decreased - no other patterns of concern - case closed,5/5/23: ORC was in 1/2023-billing for others - PhD - billing for fully licensed folks.  Provider was billing for another provider in her office-but closing basedon this monitoring. Long days appear to have substantially decreased.  No other pattenrs of concern. Case was closed 5/5/23.
1001058893,0.2,Audit results positive - PPA/Claims show no patterns of concern,6/21/23:  audit results in 3/22/23 - closing case---PPA/Claims look good. No patterns of concern currently.  
1001060016,0.3,Standard billing for practice - some concurrent therapy but no concerns,6/16/23: states and add-ons - PA APRN - Doing 90836 as primarily code billed.  Telehealth - frequency looks good-some concurrent thx but nothing that would warrant us saying she shouldn't be doing therapy-.this is also a Happier Living case as we know this to be their MO. 
1001060037,0.3,States and add-ons triggered but low volume - no significant concerns - pass,6/30/23:  states and add ons triggered - APRN in FL - has some 90785 but low - has some 90838 but low - no long days…only had freq on 1 member and none of those claims pd--they were resubmissions.  Pass.
1001061359,0.35,Predominance of billing is HCPC codes - sending to PM Manager for review,6/2/23:  no note in PLINX or PPA on file  On review of PPA--predominance of billing is HCPC codes and provider with 3B affiliate. Sending to PM Manager for PS. 
1001062037,0.1,No issues found in ORC - case seems stable,2/13/23:  reviewed case with AVP;  MAVA Healthcare System LLC; ORC was held 6/14/23---there were no issues.
1001062463,0.15,APRN with appropriate IP dementia care on psych unit - no concerns - pass,5/19/23-APRN in LA - triggered for CCtx and add-ons - all IP some dementia -  but on a psych unit and we would not expect the doc not to spend time with the client figuring out the case.CSP and EDW look same in terms of tables// pass
1001070334,0.25,Case previously open - now closed - group opened for further review,5/15/23:  Was open to Gayna - then was closed and group was opened for Ventre
1001076582,0.3,Add-ons not a concern by themselves - low end with mid-level E/M complexity - pass,6/1/23:  MD in FL - triggered for states - add ons-no current longs days---is doing adds…but not a reason in and of itself to call….doing low end add on with mid level complexity E/M--some of his pt's have therapists….but this would be expected.  Had originally planned outreach but on further reviewed with AVP on 4/11 and had closed.
1001089154,0.3,Review of practice patterns showed majority billing of H codes - long days noted - no current outreach necessary,"5/1/23:  Reviewed all practice patterns - provider is billing predominantly H codes at 1A TINs. She triggered for long days. Other practice patterns include frequency of visits - evidence based therapy with geriatric mbrs - use of POS 53 as 1A provider and a small amount of OP CPT therapy codes that were submitted for 4 units each on same DOS (provider possibly confused about 15 min vs 1hr units). 
PM mgr did not feel that the practice patterns necessitated outreach at this time as the majority of the codes billed were H codes.   Alene Rozzell has  opened the case  on tip for inappropriate use of H codes."
1001090102,0.4,Use of add-on codes and telehealth - slightly long days - affiliated with Happier Living - needs further PPA review,5/10/2023-Add on codes - 33 and 36 - telehealth - slightly long days…2 most recent dates are older - most current by the math is 7 clients per day.  Affiliated with Happier Living -case is open to Holly  Need PPA on Happier Living bumped up again Schlotterback...
1001095277,0.15,Data mining showed no concerning practice patterns - no out of state billing - low risk,5/1/23:  Performed data mining/analysis to review potential practice patterns/case opening.Patterns reviewed include: Upon review of data there are no patterns of concern - no out of state billing.
1001108011,0.2,Case closed after H code billing review - was previously reviewed for problematic billing,5/1/23--closed given H code billing--predominant-case was sent to AVP for review at leasdership request.  Case was forwarded to PS on 2/16/23 per email.  Was reviewed by PS team for problematic billing
1001124675,0.55,Billing under individual provider - sent for review to ensure appropriateness,6/16/23:  1 Edw claim that did not pay; billing includes Swer under Health Connect America---CPS needs to find out if group is open in MS - lots of HCPC codes under individual provider---sent PPA to TJ to review with Lori Latham to ensure this was appropriate billing.  
1001128652,0.3,Out-of-network provider billing HCPCS codes - public sector intervention at group level,4/24/23:  Oon SW billing mainly HCPCS codes.  Public sector just completed intervention on this provider at group level.
1001133520,0.35,Long days observed - needs closer examination - staffed with AVP and Mgr,5/26/23:  MD in FL-has what apperas to be longer days---  LOOK CLOSER AT THIS ONE___LONG DAYS ARE CURRENT; 5/31:  staffed with AVP and Mgr-long days were E/Ms and 90833 and not worthy of discussion
1001133971,0.55,Triggered for long days - review by public sector needed,5/9/23:  Only billing-Triggered for long days….3B group-outside of 90837 - top codes billed are HCPC codes.  An there is MS billing-sent PPAs for review by public sector….PS to review
1001135533,0.3,Concerns about add-ons - but consistent with practice - case closing,5/26/23 - EDW only - APRN in FL-triggered for add on codes..concern regarding the ADD ons given day volume that time would be appropriate.  View long day first but  call--90836 volume and some longer days…all exposure with Happier Living; had staffed Happier Living situation with AVP-consistent with this situation - closing case at this time.
1001140195,0.15,Rostering issue resolved - billing for others addressed at group level,5/19/23cosed 4/4/23--with MCCD---this was a rostering issue. Were billing for others due to rostering issues.  Issues identified in data mining were addressed at the group level.  
